rl_epoch_num : 2
mode : train
data : ./data/OD/dialogues.json
beam_size : 10
batch_size : 32
cuda : False
pretrain : False
vocab_size : 800
sampling : False
beam_search : False
z_length : 8
spv_proportion : 100
teacher_force : 100
m : TSD
result_path : ./results/od.csv
vocab_path : ./vocab/vocab-od.pkl
truncated : False
early_stop_count : 3
prev_z_method : separate
skip_unsup : False
eos_m_token : EOS_M
seed : 0
hidden_size : 50
model_path : ./models/od.pkl
unfrz_attn_epoch : 0
lr : 0.003
embedding_size : 50
split : (3, 1, 1)
entity : ./data/OD/entities.json
max_ts : 40
new_vocab : True
db : ./data/OD/DB.json
dropout_rate : 0.5
layer_num : 1
glove_path : ./data/glove/glove.6B.50d.txt
beam_len_bonus : 0.5
epoch_num : 100
degree_size : 5
lr_decay : 0.5
cuda_device : 0
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
3995,0,im interested in datasets related to drive,drive EOS_Z1,drive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4295,0,i am interested in datasets related to skate,skate EOS_Z1,skate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3803,0,how about dogs ?,dogs EOS_Z1,dogs EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4273,0,is there something on cemetery,cemetery EOS_Z1,cemetery EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3841,0,data concerning ambition,ambition EOS_Z1,ambition EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3771,0,how about relate ?,relate EOS_Z1,relate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3896,0,data concerning restrict,restrict EOS_Z1,restrict EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3740,0,how about point ?,point EOS_Z1,point EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4112,0,im interested in datasets related to plaintiff,plaintiff EOS_Z1,plaintiff EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3987,0,im interested in datasets related to joke,joke EOS_Z1,joke EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3887,0,data concerning discriminate,discriminate EOS_Z1,discriminate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4036,0,im interested in datasets related to cause,cause EOS_Z1,cause EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3697,0,how about hospitality ?,hospitality EOS_Z1,hospitality EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4243,0,is there something on whip,whip EOS_Z1,whip EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4158,0,is there something on shallow,shallow EOS_Z1,shallow EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4250,0,is there something on monarch,monarch EOS_Z1,monarch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4155,0,is there something on profile,profile EOS_Z1,profile EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4030,0,im interested in datasets related to overlook,overlook EOS_Z1,overlook EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4071,0,im interested in datasets related to strategic,strategic EOS_Z1,strategic EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4176,0,is there something on aluminium,aluminium EOS_Z1,aluminium EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4285,0,i am interested in datasets related to lazy,lazy EOS_Z1,lazy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3698,0,how about hour ?,hour EOS_Z1,hour EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3956,0,data concerning trait,trait EOS_Z1,trait EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3759,0,how about shareholder ?,shareholder EOS_Z1,shareholder EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4096,0,im interested in datasets related to skate,skate EOS_Z1,skate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3694,0,how about leader ?,leader EOS_Z1,leader EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3709,0,how about railroad ?,railroad EOS_Z1,railroad EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4088,0,im interested in datasets related to regular,regular EOS_Z1,regular EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3950,0,data concerning strict,strict EOS_Z1,strict EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3948,0,data concerning entitlement,entitlement EOS_Z1,entitlement EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4221,0,is there something on strict,strict EOS_Z1,strict EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4103,0,im interested in datasets related to unfortunate,unfortunate EOS_Z1,unfortunate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3706,0,how about doll ?,doll EOS_Z1,doll EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4075,0,im interested in datasets related to refuse,refuse EOS_Z1,refuse EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4542,0,what do you have on vienna,vienna EOS_Z1,vienna EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4545,0,what do you have on alive,alive EOS_Z1,alive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4485,0,what do you have on snatch,snatch EOS_Z1,snatch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4037,0,im interested in datasets related to leader,leader EOS_Z1,leader EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4242,0,is there something on reform,reform EOS_Z1,reform EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4069,0,im interested in datasets related to trait,trait EOS_Z1,trait EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3953,0,data concerning topple,topple EOS_Z1,topple EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3777,0,how about bathtub ?,bathtub EOS_Z1,bathtub EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4529,0,what do you have on sweet,sweet EOS_Z1,sweet EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4476,0,what do you have on profile,profile EOS_Z1,profile EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3920,0,data concerning cemetery,cemetery EOS_Z1,cemetery EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4304,0,i am interested in datasets related to soft,soft EOS_Z1,soft EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4351,0,i am interested in datasets related to ladder,ladder EOS_Z1,ladder EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4534,0,what do you have on apology,apology EOS_Z1,apology EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3866,0,data concerning austria,austria EOS_Z1,austria EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4000,0,im interested in datasets related to virus,virus EOS_Z1,virus EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3929,0,data concerning manner,manner EOS_Z1,manner EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4339,0,i am interested in datasets related to relate,relate EOS_Z1,relate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3820,0,how about soft ?,soft EOS_Z1,soft EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4178,0,is there something on diamond,diamond EOS_Z1,diamond EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4396,0,i am interested in datasets related to entitlement,entitlement EOS_Z1,entitlement EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3769,0,how about knee ?,knee EOS_Z1,knee EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4319,0,i am interested in datasets related to aluminium,aluminium EOS_Z1,aluminium EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3876,0,data concerning majority,majority EOS_Z1,majority EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4377,0,i am interested in datasets related to discriminate,discriminate EOS_Z1,discriminate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4031,0,im interested in datasets related to neglect,neglect EOS_Z1,neglect EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3848,0,data concerning regular,regular EOS_Z1,regular EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3860,0,data concerning consciousness,consciousness EOS_Z1,consciousness EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3824,0,how about classify ?,classify EOS_Z1,classify EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4481,0,what do you have on overlook,overlook EOS_Z1,overlook EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4175,0,is there something on blackmail,blackmail EOS_Z1,blackmail EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4347,0,i am interested in datasets related to recommend,recommend EOS_Z1,recommend EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3725,0,how about presidential ?,presidential EOS_Z1,presidential EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3779,0,how about visible ?,visible EOS_Z1,visible EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3912,0,data concerning apology,apology EOS_Z1,apology EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3766,0,how about glance ?,glance EOS_Z1,glance EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4420,0,i am interested in datasets related to belt,belt EOS_Z1,belt EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4431,0,i am interested in datasets related to residence,residence EOS_Z1,residence EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4402,0,i am interested in datasets related to consciousness,consciousness EOS_Z1,consciousness EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3838,0,data concerning heavy,heavy EOS_Z1,heavy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4091,0,im interested in datasets related to break,break EOS_Z1,break EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4209,0,is there something on depend,depend EOS_Z1,depend EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4028,0,im interested in datasets related to glance,glance EOS_Z1,glance EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3901,0,data concerning monarch,monarch EOS_Z1,monarch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4029,0,im interested in datasets related to apology,apology EOS_Z1,apology EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4118,0,im interested in datasets related to ex,ex EOS_Z1,ex EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3730,0,how about whole ?,whole EOS_Z1,whole EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4274,0,is there something on refuse,refuse EOS_Z1,refuse EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3684,0,how about diamond ?,diamond EOS_Z1,diamond EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4346,0,i am interested in datasets related to leader,leader EOS_Z1,leader EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3688,0,how about assignment ?,assignment EOS_Z1,assignment EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3868,0,data concerning inflate,inflate EOS_Z1,inflate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4070,0,im interested in datasets related to manner,manner EOS_Z1,manner EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4048,0,im interested in datasets related to whip,whip EOS_Z1,whip EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4205,0,is there something on basic,basic EOS_Z1,basic EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4302,0,i am interested in datasets related to attractive,attractive EOS_Z1,attractive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4109,0,im interested in datasets related to diamond,diamond EOS_Z1,diamond EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3686,0,how about vegetable ?,vegetable EOS_Z1,vegetable EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3947,0,data concerning attractive,attractive EOS_Z1,attractive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3911,0,data concerning reform,reform EOS_Z1,reform EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4366,0,i am interested in datasets related to civilian,civilian EOS_Z1,civilian EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4343,0,i am interested in datasets related to whip,whip EOS_Z1,whip EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4009,0,im interested in datasets related to europe,europe EOS_Z1,europe EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3834,0,data concerning strategic,strategic EOS_Z1,strategic EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3702,0,how about standard ?,standard EOS_Z1,standard EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3677,0,how about europe ?,europe EOS_Z1,europe EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3936,0,data concerning man,man EOS_Z1,man EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4574,0,what do you have on point,point EOS_Z1,point EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3964,0,data concerning expectation,expectation EOS_Z1,expectation EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4089,0,im interested in datasets related to academy,academy EOS_Z1,academy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3747,0,how about man ?,man EOS_Z1,man EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4279,0,is there something on break,break EOS_Z1,break EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4252,0,is there something on overlook,overlook EOS_Z1,overlook EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4354,0,i am interested in datasets related to fall,fall EOS_Z1,fall EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4491,0,what do you have on inflate,inflate EOS_Z1,inflate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3847,0,data concerning skate,skate EOS_Z1,skate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3788,0,how about ambition ?,ambition EOS_Z1,ambition EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4208,0,is there something on twilight,twilight EOS_Z1,twilight EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4527,0,what do you have on fall,fall EOS_Z1,fall EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3931,0,data concerning joke,joke EOS_Z1,joke EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4474,0,what do you have on escape,escape EOS_Z1,escape EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4500,0,what do you have on dedicate,dedicate EOS_Z1,dedicate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4452,0,what do you have on strict,strict EOS_Z1,strict EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4430,0,i am interested in datasets related to hospitality,hospitality EOS_Z1,hospitality EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4098,0,im interested in datasets related to visible,visible EOS_Z1,visible EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4014,0,im interested in datasets related to velvet,velvet EOS_Z1,velvet EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3753,0,how about admire ?,admire EOS_Z1,admire EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3946,0,data concerning epicalyx,epicalyx EOS_Z1,epicalyx EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3719,0,how about deserve ?,deserve EOS_Z1,deserve EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3940,0,data concerning suite,suite EOS_Z1,suite EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4467,0,what do you have on essential,essential EOS_Z1,essential EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4087,0,im interested in datasets related to tie,tie EOS_Z1,tie EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4039,0,im interested in datasets related to classify,classify EOS_Z1,classify EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4019,0,im interested in datasets related to urgency,urgency EOS_Z1,urgency EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4047,0,im interested in datasets related to nose,nose EOS_Z1,nose EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4016,0,im interested in datasets related to launch,launch EOS_Z1,launch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4459,0,what do you have on lineage,lineage EOS_Z1,lineage EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4151,0,is there something on node,node EOS_Z1,node EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4099,0,im interested in datasets related to man,man EOS_Z1,man EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3925,0,data concerning snatch,snatch EOS_Z1,snatch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4503,0,what do you have on shareholder,shareholder EOS_Z1,shareholder EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4297,0,i am interested in datasets related to railroad,railroad EOS_Z1,railroad EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4002,0,im interested in datasets related to consciousness,consciousness EOS_Z1,consciousness EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4064,0,im interested in datasets related to shallow,shallow EOS_Z1,shallow EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4355,0,i am interested in datasets related to breeze,breeze EOS_Z1,breeze EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4265,0,is there something on shareholder,shareholder EOS_Z1,shareholder EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3942,0,data concerning live,live EOS_Z1,live EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4005,0,im interested in datasets related to lick,lick EOS_Z1,lick EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4125,0,im interested in datasets related to motorist,motorist EOS_Z1,motorist EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4496,0,what do you have on collection,collection EOS_Z1,collection EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3951,0,data concerning competition,competition EOS_Z1,competition EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4067,0,im interested in datasets related to lineage,lineage EOS_Z1,lineage EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3975,0,data concerning deserve,deserve EOS_Z1,deserve EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4564,0,what do you have on ambition,ambition EOS_Z1,ambition EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4202,0,is there something on mercy,mercy EOS_Z1,mercy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4230,0,is there something on civilian,civilian EOS_Z1,civilian EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4275,0,is there something on austria,austria EOS_Z1,austria EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3772,0,how about catalogue ?,catalogue EOS_Z1,catalogue EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4475,0,what do you have on standard,standard EOS_Z1,standard EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4535,0,what do you have on discriminate,discriminate EOS_Z1,discriminate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3681,0,how about trait ?,trait EOS_Z1,trait EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3823,0,how about competition ?,competition EOS_Z1,competition EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4412,0,i am interested in datasets related to refuse,refuse EOS_Z1,refuse EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3988,0,im interested in datasets related to relate,relate EOS_Z1,relate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4320,0,i am interested in datasets related to competition,competition EOS_Z1,competition EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4137,0,is there something on skate,skate EOS_Z1,skate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3897,0,data concerning aluminium,aluminium EOS_Z1,aluminium EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3972,0,data concerning beer,beer EOS_Z1,beer EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4400,0,i am interested in datasets related to twilight,twilight EOS_Z1,twilight EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4338,0,i am interested in datasets related to plaintiff,plaintiff EOS_Z1,plaintiff EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3733,0,how about resident ?,resident EOS_Z1,resident EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3741,0,how about merchant ?,merchant EOS_Z1,merchant EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4144,0,is there something on pound,pound EOS_Z1,pound EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4450,0,what do you have on strategic,strategic EOS_Z1,strategic EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4499,0,what do you have on offspring,offspring EOS_Z1,offspring EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3945,0,data concerning discipline,discipline EOS_Z1,discipline EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4522,0,what do you have on visible,visible EOS_Z1,visible EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3705,0,how about expectation ?,expectation EOS_Z1,expectation EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4072,0,im interested in datasets related to profile,profile EOS_Z1,profile EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4519,0,what do you have on majority,majority EOS_Z1,majority EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3984,0,im interested in datasets related to referee,referee EOS_Z1,referee EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4423,0,i am interested in datasets related to wolf,wolf EOS_Z1,wolf EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4541,0,what do you have on epicalyx,epicalyx EOS_Z1,epicalyx EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4422,0,i am interested in datasets related to vertical,vertical EOS_Z1,vertical EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4156,0,is there something on ex,ex EOS_Z1,ex EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3791,0,how about ladder ?,ladder EOS_Z1,ladder EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4348,0,i am interested in datasets related to referee,referee EOS_Z1,referee EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3781,0,how about tourist ?,tourist EOS_Z1,tourist EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3833,0,data concerning profile,profile EOS_Z1,profile EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4162,0,is there something on entitlement,entitlement EOS_Z1,entitlement EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3835,0,data concerning standard,standard EOS_Z1,standard EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4507,0,what do you have on skate,skate EOS_Z1,skate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4216,0,is there something on kit,kit EOS_Z1,kit EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3990,0,im interested in datasets related to mercy,mercy EOS_Z1,mercy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4122,0,im interested in datasets related to escape,escape EOS_Z1,escape EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3930,0,data concerning europe,europe EOS_Z1,europe EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3891,0,data concerning ghostwriter,ghostwriter EOS_Z1,ghostwriter EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4127,0,im interested in datasets related to lazy,lazy EOS_Z1,lazy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4549,0,what do you have on lazy,lazy EOS_Z1,lazy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4111,0,im interested in datasets related to standard,standard EOS_Z1,standard EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4530,0,what do you have on budge,budge EOS_Z1,budge EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3837,0,data concerning vienna,vienna EOS_Z1,vienna EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4373,0,i am interested in datasets related to science,science EOS_Z1,science EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4095,0,im interested in datasets related to association,association EOS_Z1,association EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4418,0,i am interested in datasets related to joke,joke EOS_Z1,joke EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3864,0,data concerning honest,honest EOS_Z1,honest EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3687,0,how about tree ?,tree EOS_Z1,tree EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4066,0,im interested in datasets related to wolf,wolf EOS_Z1,wolf EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3905,0,data concerning pound,pound EOS_Z1,pound EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4163,0,is there something on majority,majority EOS_Z1,majority EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4352,0,i am interested in datasets related to pound,pound EOS_Z1,pound EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4044,0,im interested in datasets related to behave,behave EOS_Z1,behave EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4514,0,what do you have on tie,tie EOS_Z1,tie EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3689,0,how about attractive ?,attractive EOS_Z1,attractive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4510,0,what do you have on likely,likely EOS_Z1,likely EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4365,0,i am interested in datasets related to weed,weed EOS_Z1,weed EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4508,0,what do you have on manager,manager EOS_Z1,manager EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
